,content,sentiment
35017,"@TheBodyShopUK My seven year old has an advent calendar with jokes behind each door, it brings me when he tells me the joke each day!",joy
35018,"Really good time at the HWPA Awards today - home safe and sound, and not actually feeling too wrecked!!  ",joy
35019,@hannerbananer7 HAPPY BIRTHDAY I LOVE YOU!!! @sarahrah28 @Joanna_LB,surprise
35020,Damn... just ran out of milk and still have one cup of coffee left in the maker...  ,sadness
35021,I'm silently cutting tomatoes at work... WISH I HAD THE BALLS TO CUT MYSELF. #ForeverAlone #Applebees,sadness
35022,wooWOOF Hear bells that R ringing Christmas time is so near Itz a wondrful time of th year Wishes for  &amp; good #Cheer 2u&amp;urs,joy
35023,Morehead is about to be overrun by filthy slutbags next year. ,joy
35024,Ohh my 2 hour night class ,joy
35025,"Good night, and Happy December!!   #family #giving #happiness #charliebrown #thegrinch #max",joy
35028,In God's presence is fullness of #life #hope #restoration #peace ..,joy
35029,Amazing how you can be sad and so happy about one thing simultaneously. #godsgrace,joy
35030,home now &amp; going to bed & a.m final then classes all day &#xA;someone send me a goodnight texttt&lt;3,joy
35031,I cannot wait to buy presents for everyone!!!!!!   ,joy
35032,"Caaauuute-ahh. I forgot I made my bed this morning. Aww, thanks, self ",surprise
35033,Duke improves to 5-0 on the season and  in the country #coachk,surprise
35034,"God does not live to serve you, you live to serve Him. ",joy
35035,Perfect day to forget my umbrella ,joy
35036,Excited to see how my hair turns out because I have no idea what Amy is doing to it. Lol. ,surprise
35037,I miss the old Cartoon Network and Nickelodeon........ ,sadness
35038,Those night when you have absolutely nothing to do or no one to hang out with ,sadness
35039,I really want to bake bread right now. But it takes the dough forever to rise. ,sadness
35040,when you come across some of your christmas presents on accident  I wanted it to be a ,surprise
35041,Feelin' good on 5 hours of sleep?  ,surprise
35042,Just got a Christmas wreath delivered to the house! #HappyHousewarming,surprise
35044,"@LauraYeakley my parents said no to your balck dress so i bring it to you wednesday, otay?",sadness
35045,"@MrChuckD a thin line, and sometimes, no damn line at all! gang initiation = hazing in the eyes of many! ",sadness
35047,I get to see my brother @BigWilly78 tommrrow he needs to cook or take me to grandma cause I know she is lol,surprise
35048,"Music is part of my life , i grew listing to all kinds of music , it has this amazing sound that gives &amp; Love &amp; even Sex :$ its Bea",joy
35049,@chatty93 thinking a staying quiet! Run up to Christmas etc! But u never know! I'll like to get my mess out at some point! #awnaw,surprise
35051,"Egg pie, yum.  #gettingfat",joy
35052,Tomorrow is monday..urgh..beep test tomorrow..,joy
35054,@Gazabell But I'll be off Christmas Day as its the only day of the year that the shop is closed :) ,joy
35055,so we bought for my mom ice-cream cake to her !! n our maid just went n asked my mom where she should put it ? =))),surprise
35056,"For some reason while running on the treadmill I keep seeing @hwinkler4real's mortgage commercials, and I am refreshed. @CovinoandRich",joy
35058,Gedicht is af. Toch nog 2 kantjes van weten te maken. Alleen gaat het grootste deel niet over de persoon die ik heb.. ,surprise
35060,It honestly makes my day when callers tell me to have a blessed day. ,surprise
35061,these next two days of work is going to suck. Going in at 8 and then 645 in the morning ,joy
35062,Student being harassed because he argued with a teacher. He might have to go on his knees and beg for his admit card nw. #heartless,sadness
35064,Muy buenos dias a tod@s! Hoy de paella en Catarroja y por la noche hasta dentro de un rato.,joy
35065,"struggling to function right now... shower it is, I need to wake my self up! let's hope I don't fall. #ohboy",joy
35066,Football banquet tonight! ,joy
35068,Goodbye sore throat but hello cold?? ,joy
35069,Castle view school tommorow ,joy
35071,Dropping an insanely drunk kid on a completely random porch at 5:30 in the morning to pass out &gt; #problemsolved,surprise
35072,"@laubsbgiirl10 the same here but dont worry, our time is coming",sadness
35073,i hate when im looking for my asians and i cant find them in all their usual spots #mylifelackssashimi,sadness
35074,Isabel told me what I'm getting for Christmas ,surprise
35075,There better be some of that beer left for Christmas morning. #MyNameIsEarl,joy
35076,In bed feeling dizzy ,joy
35077,1.Employee Flash Mob in the Apple store today 2.@martinismyname prank called me from the store 3.Dad joined the iphone world 2day ,surprise
35078,What makes you laugh with the deep belly laugh of a baby?  have you forgotten?      #happiness,joy
35079,up till like 12 30 tryna revise for a test first period. Super tired=wake up late=no breakfast=late for colly=miss the test anyways. ,joy
35080,I have a feeling i will fail french #fuckfrench,joy
35081,"@Mr_TweetYaGirl yea, some of my friends said they haven't seen it, I just logged in and well, lol",surprise
35083,Lazy sunday! Nu ff lesje geven en dan naar mijn lieve paardje toe. ,joy
35085,She lost her tvirginity in a bush :o wtf is dis world becoming to . of teen sex,joy
35086,Back to the old slide phone. ,joy
35087,Oh wait now I have a four to six page term paper... ,joy
35088,At a Walmart FINALLY!!!!! o how I am so thankful for Walmart it make me happy!!! ,joy
35089,today is the day i lug home all the pairs of shoes ive left to accumulate at work. ,joy
35090,"@Elisabeth_vdArk Ze blaft nooit!!! In ieder geval zelden,maar wel heel alert,ze is gelukkig nog niet doof. ",joy
35091,Oh my lanta. What a good start to break... lessons.adventures.smallgroupbabes. ,joy
35093,Band Christmas concert tomorrow #shouldbeinteresting,joy
35094,the new cut must be cute! RT @LordBieber: Well @JazzyKBiebz decided she needed a haircut and took it upon her self ug ,joy
35095,Denk je dat je klaar bent ? Moet je nog een gedicht maken . -_-,surprise
35097,On the other side of that people should be watching  . . what a start! ,surprise
35098,"Als een date te mooi lijkt om waar te zijn, dan is dat doorgaans ook de werkelijkheid.      ",surprise
35099,The Lions-Saints game on December 4th has been flexed to the 8:30 time slot ,joy
35102,Une surprise promise par l'orga ÃÂ  14h. Apparemment il y aura pour tout le monde et il faut pas se bousculer  #iwantitnow,surprise
35105,"@Siktouch hahahaha, much as I would LOVE to I have meetings pretty much all day. ",sadness
35106,My mom doesn't understand my bad mood is directly correlated to the fact I still haven't eaten. ,sadness
35108,DonÃ¢ÂÂt forget for the next 13 days tell us what brings you for a chance to win some The Body Shop products x,joy
35109,Be truly glad. There is wonderful ahead! I Peter 1:6 #turnbacktogod #jesustweeters,joy
35110,"Oh, it gets even sadder... Apparently he just started his own business and they're his first potential investors or something..... ",sadness
35111,Not getting married to @Danielle_Magoc because of  =   late night talks hahaha @ashmarie_a,sadness
35112,keep praying ! LOLOOoo DONT STOP ! praying keeps you in Happy ! happy =   . dont let that ole devil drag u down  #JOY.Y!,joy
35113,@RachelBush12x yeah I'm the funny one eating the buiscuit haha looka us on tv,surprise
35115,"Ehh sick to my stomach..hope I can still fall asleep fast. 9 hrs of shopping down, nap, then 7 hrs of work. ",joy
35118,"As we will never forget all Veterans or 9/11, may we always remember the true meaning of  & is the reason 4all seasons. ",joy
35121,Apparently my mother didn't know I was coming home next week ruined lol she cursed me out and sure she did my bro and dad too!!,surprise
35122,Once again I bow to the magnificence that is the box of Mr Kipling Mince Pies. Obesity can ( attempt) to kiss my arse ,joy
35124,"New job, Orientation Boring...Good changes are starting to happen and I'm proud of myself for making it through most of the tough times ",joy
35125,Can't wait for a 12 hour shift tomorrow starting at 4am ,joy
35127,My first day back from vacation and I'm stuck at an account till damn near midnight... ,joy
35128,Turns out @BrianPShea is the poor-man's Nathan Drake. But he cannot pull off the half-tuck. ,sadness
35129,@CROTCHED_MTN What's wrong is there's no SNOW in the forecast!! Nooooooooo!!! My new skis will be ever so sad.   ,sadness
35131,"The feeling you get when you see that Back to the Future is on, only to realize that IT JUST ENDED! ",sadness
35132,Einstein bagels coffee and mini snickers makes the morning so much better. Not to mention my new sweet peppermint scented pen lol.,joy
35134,Some people on twitter actually believe all the things they say on twitter ~ ,sadness
35135,I'm hoping to sleep in tomorrow. But that might not happen. ,sadness
35136,"Thankyou specialpersonÃ¢ÂÂ¥..made my day..wait, my week!Ã¢ÂÂº ",joy
35137,December 1st - Lets kick up Holiday Season  ,joy
35138, The moment you realize the books you were gonna sell back are rented and you don't own them,sadness
35139,"Ure a Dummy! But u knw that.RT&quot;@XesivKuSH: Hahaha RT @HopeyPhly: We call it Rape...They call it suprise Sex,Really?!!! Ya neh 0_o&quot;",surprise
35140,Die bal zit al bijna vol ,surprise
35143,Wishin I was goin duck huntin In the morning and not taking an algebra exam! ,sadness
35144,Ugh...I feel ugly. Wait! I am ugly = ( ,sadness
35145,another day... i have nothing interesting to tweet about ,sadness
35146,Treatment all morning now food and school ,joy
35147,@heatherhodgen I would have hope the rankings had been accurate... Now its #Drinking time. :-(,sadness
35148,Can't stand whn I get off that's when I'm WIDE AWAKE {O_O} .. ,sadness
35149,"@joamkish :((( Miss kaka- announce lng po ni ms. Tzarina n wla n nga daw pong class.. Ble See you next,nxt week n lng po;)",sadness
35150,@TheBodyShopUK Buying gifts from The Body Shop &amp; knowing that my friends are going to love them. #ff,joy
35151,"At work, and every blonde girl that passes I think it's @ambscrowe94... I miss her! ",sadness
35153,Gorobag oom watiRT @zozemandolang: nampak ada yang baru warna item di garasi *tutup mata dulu* ,surprise
35154,Christmas just really makes me happy and gives me more of a reason to help other people out. : )  #cheer,joy
35155,there is a mob outside my door trying to catch the squirrel they let into the building  ,joy
35156,It sucks when you're enjoying a movie and you know it's a minute away from ending. ,sadness
35158,Thanks for all your lovely messages - we will announce today's winner tomorrow. Have a #JOY- filled evening! x,joy
35159,@loving_my_years @thebisson thank you for the RTs ladies a huge piece of for you both x,joy
35160,Had to get up early just to let the creepy window people in and to freeze my ass off ,joy
35162,Sub-$3/gal gas is a good trend. ,joy
35165," RT @MyOriginality: We live in a generation of not being in love, and not being together.",sadness
35166,I have become quite a deal less exciting as I have entered high school. ,joy
35167,Just found out I have to go to a meeting at cimarron with my mom on tuesday for all the times ive been absent ,joy
35168,ohmypotato. time for bed. Space Program tomorrow! ,sadness
35169,"Bartender: What can I get you? Tyaira: Uh. Can I get water on the rocks, with olives please (Bartender starts cracking UP) ",joy
35171,@hallestearns yes in 6 hours and 55 minutes that 1st period bell will be ringing in our ears. ,joy
35172,my head hurts. we have a choir concert tonight. #therepointless,joy
35174,@LUVBBW THANKS SO MUCH for the  Gift Set &amp; the personal note! YOU ROCK!! I LOVE Bath &amp; Body Works!!!  ,joy
35175,"One Day, completely sad endingg! I cried. ",sadness
35176,@_ElectronOrbit  @My_NonExistence UM NO! 5. NO. and 6. Ikr :) Junior...BUDDY! shit all these rumors are irritating ,joy
35177,"I think about you baby, and I dream about you all the time ",sadness
35178,The things I do for people haha hope they like it :) ,surprise
35180,But this that I have.. The world didn't give it to me.. &amp;&amp; guess what?!? .. The world can't take it away!!,joy
35181,"Is snotty, achey and has a cough like a dog and now am going to an ICT course #lowexpectations",joy
35182,Kpele!!!RT @EzNira: Can't sleep n I'm too tired to play dress up..... ,sadness
35183,I feel so good this morning :),joy
35184,I got a surprise for all you bitches... pull the ribbon :),surprise
35185,Sometimes we just make it unnecessarily hard &amp; the maelstrom of living overcomes. Rest. Gratitude. ,joy
35187,Coffee stop with babe then home to wrap presents xox ,joy
35188,Have such a long day tomorrow and I am sick #pleaseworkfastnyquil,joy
35189,The oven just gave out. Guess we're having undercooked chicken. ,joy
35190,Thank God for DVR. I have to work and miss the Victoria's secret fashion show! #ilovepink!,sadness
35191,@TheBodyShopUK a weekend of christmas shopping and eating out with the boy- not seen him properly for 2 weeks!,joy
35192,I LOVE reading about the @OWSLibrary ! It puts a humongous smile on my face. ,joy
35193,"I'm feeling more blessed today than yesterday...anyone else there, too?  #love",joy
35194,"Sometimes your is the source of your #smile, but sometimes your smile can be the source of your joy. #teamfollowback",joy
35195,Nothing lifts the soul like a school concert with some very special kids at a very special school. Well done all at Mater Dei. ,joy
35197,Now I have to get used to the new set up on twitter for mobile ,joy
35200,The identities that can be taken are the ones we foolishly put our hope in. The ONLY one that can't is that we're children of God. ,joy
35201,This pen is not coming off my hands. Looks like I have cuts everywhere and I've an &quot;interview&quot; tomorrow ,joy
35202,follows a pure thought like a shadow that never leaves-Buddha #morale  #quote #Motivation @SoulHeartPart,joy
35204,8 years later...? www.nextmovie.com/blog/the-dark-knight-rises-8-year-delay/ its also officially the last one. #excitement #tights,sadness
35206,@dillenforeverrr you guys made Terrie upset last night!! ,sadness
35207,Spending the rest of today with my mom and my niece. I'm going to miss them so much tomorrow. ,surprise
35208,Auditioning at the Coterie was oddly fun :) ,surprise
35209,@zackhuhn me miss the time we used to be franns and actually hang out :'( ,sadness
35210,"@MelBala I can't it's finally happened, aaah I'm so proud of her, I can't wait 2 c her ",joy
35211, when i won the principle award ,surprise
35212,"Its sad to think that out of my close group of friends, none of us are looking at the same colleges for next year. ",sadness
35213,I have spent the afternoon at Santa's Grotto. It was an absolute joy to be a tiny part of making Christmas for wee ones. Their faces! ,joy
35214,"home girl, sorry to bust that bubble of yours but , retweeting you don't ,mean I like you ",sadness
35215,"It took alot for me to say Hi &amp; wave with a smile on my face. But meh, I know now you don't care. Ended waving at a rail post... :( ",sadness
35216,@superfuzzbuzz ouiouiouioui :) dinner although I think that person who mustles in on EVERYTHING is coming too! :S :L:L:L:L:L,joy
35217,Wasting another hour of my life looking for a parking space in the back bay. #fb,joy
35219,MOTD fail to show our stonewall penalty ,surprise
35220,So much change in this season of life.. Thankful that my Jesus is sovereign no matter what. :)  #lovedregardless,joy
35221,"@SPatateSautee @EliseFollet Rah, on peut rien de cacher ! Je pleurs toutes les larmes de mon corps ",sadness
35222,just wana be by myself and walk round my crib butt naked w|o being destrubed ( =  ,joy
35223,Two fire alarms taking away your lounges and sleep. ,sadness
35224,Lost my glasses  classes all day should be fun ,joy
35226,"Awful nights sleep, time to get ready for work! ",joy
35227,"I really don't want to go back to MD, the city is a million times better. ",sadness
35229,@drinkdatNATTY @krothhh007 thats literally the definition of my life these days.. ,sadness
35230,French exam tomorrow NAAT,joy
35231,"Im very excited for christmas this year,finally get to spend it with my mom,its been 2 years now! I will be dressed as a raindeer! ",surprise
35232,"No more  tweets for a while, I promise. Need to focus on protein targeting and the secretory pathway. ",joy
35233,I'm going to the gas station for some antidepressant.  ,joy
35234,MEHHH just had to break down and buy a new phone ,sadness
35235,@KatieAllen77 I mean I know it was. Btw. Being with Amberlyn and you for 2 days makes me feel so lonely now! ,sadness
35236,"wow, god has a sense of humor. ",surprise
35237,Have to watch 'Unforgiven' (one of my favourite films) as research for an essay about 'Preacher' (one of my favourite comic series). ,joy
35238,How sad am I that I'm sitting in the food court alone eating food from home. ,sadness
35240,"Wow, Rough Night... &amp; #Vodka = More #Pain... Argg",sadness
35242,"Just found out one of the kids I'm babysitting tonight is in a wheelchair, awe :( ",surprise
35244,get to find out my anniversary/christmas surprise on thursday am I nervous lol,surprise
35247,I want to love you! Why won't you accept my love????  ,sadness
35249,I should never be allowed to pick out movies. Ever. Goodness! ,sadness
35250,Break! What have you seen that inspired awe? Remember the expansive feeling of wonder. #LJB,joy
35251,Haven't packed a thing for today's trip and I'm leaving at 11AM. ,joy
35252,Almost all girls do this.Hope it's not bad RT @LordBieber: Well @JazzyKBiebz decided she needed a haircut and took it upon her self ug ,joy
35253,@alexwyeth I think I just about pissed my pants oh middle school....:) #mademynight,joy
35255,:) momm paid my car payment for me &amp; didnt tell me !! -merry earlllyyy christmassss to me,surprise
35256,@Trey_Wiggs sad I missed bowling I had a migraine ,sadness
35257,@JustinTime_24 yea thats all I heard. i was excited and I know u guys were too haha,sadness
35258,@etupps yeah well now my sister is watching &quot;secretly pregnant&quot; ,joy
35260,Just lost four fake followers over the weekend  ,sadness
35261,Man I wish I was back in high school. But only because I miss basketball. #pathetic,sadness
35262,I think if anyone does as mch as poking me ill heave over throw up then passout ,joy
35263,Basketball game today. ,joy
35264,i should treat my daddy to the game tomorrow ill do anything for my daddy he's #mysoul,surprise
35265,@CarynSpeaks o my hat you freaken kidding me.. Guess m not sleeping tonight.. ,joy
35266,"Glass of wine, Placebo and Tumblr. ",joy
35267,"First day working at Aeropostale. Yeah, I know it's Black Friday. #ImDeadMeat",joy
35268,just took a test to see if i could move to canada   #hashtags,sadness
35269,"Then I just realized, I'll be missing my 2 favorite cousins this Christmas. Last year, we were all together. ",sadness
35271,@KateDoesItBest can't believe your sick. you better get ready to rage tonight.  you leave tomorrow..  ,sadness
35274,My cell phone has low battery I don't know where my charger is ,sadness
35275,Wow that was totally a job interview. #IhopeIdidntblowit,surprise
35276,"RT, follow @unitednude and WIN one of the 5 special collector items that we are giving away to our Twitter friends! #RT #WIN",surprise
35277,"well, off to 5 different places to get 3 different things for  ah, the nature of last-minute holiday shopping ",joy
35278,Need to do some holiday baking because @MandiliciousDef has the sweetest parents!   ,surprise
35279,Every sports team I cheer for kicks me straight in the sack. ,sadness
35280,Watching my little brother tear apart my sister's ugly dolls ,joy
35282,"@SweetenedWaters Thank you Mara,Tons of beautiful blessings to you as well.Its such a pleasure to have amazing people such as yourself.",joy
35283,@staceyt83 haha no! I had a weird dream..I remembered it earlier but I can't now ,sadness
35284,i want your  card! i wanna filled xmas card all over the living room walls!  #spirit #december,joy
35285,Work was busy even though we had absolutely no sale and I just woke up from a four hour nap and I get to do it alllll again tomorrow! ,joy
35286,@leon_dixon yeah my back box has split. Need a new one. Can't tell ya yet though ,surprise
35288,@justinbieber it makes me sad when I look at your profile and it says &quot;@justinbieber doesnt follow h_kristen.&quot; tear. ;(& ,sadness
35289,My dad has the worst cable in the world. ,joy
35290,People be trying to get me down but they can't cause  is the Center of my thts y I pray to have the fruits of the #Spirit. Ã¢ÂÂ¥,joy
35291,"Happy Tweet:  Joy, like everything good, comes from within.  HOW CONVENIENT!    ",joy
35292,Have the feeling I'm gonna lose something important. ,sadness
35293,lol ung na un sa friday feeling ko lang un ung music video ng #HOTTN :&gt;,surprise
35294,@ColeQuitMan will love me in about ten minutes! ,surprise
35295,Man I now remeber why I love my  so much!!! One thing that I can always find in!!! #happytweet :o),joy
35296,Arabic coffee what can I do to make you happy. ,joy
35297,"if you would like to see my precious face i will be at work for the rest of the day and night , ",joy
35298,"thank god this is my last class... but oh wait, i still have to stay at school until like 9 tonight. #iNEEDabed",joy
35299,Mmmmm Thanks to JP Morgan for brownies :) shame @Fanfaronade isn't here to enjoy them #mmm #chocolateygoodness,sadness
35300,Damn nobody showed me any love today ,sadness
35302,"I hate that moment when your on top of the world, happier then ever then something has to sweep it out from under you...  ",sadness
35303,"Nail varnish I bought is practically skin colour, so it now looks like I have no nails ",joy
35304,"@DeZZyFly Ahhh man, hit him up for me...but it's gonna be insane tho.   #just hype lol",surprise
35306,"@DJRespin you don't know? Hopefully, it was only fruit salad ;p",surprise
35307,Listening to Christmas music from @michaelwsmith.  There is no one that captures the splendor of the season like he does. #xmasmusic,joy
35308,can't wait to ruin the dance show ,surprise
35309,@albihonest @ashleybmarc @Same_Ol @LMWrites ALBINISM is the saddest thing since spectacular offered a grinding competition.... ,sadness
35310,So my hour of peace with both boys asleep will be spent math planning #sarcastic,joy
35311,A lovely night of revision ahead... Sounds just lovely -_- ,joy
35312,Break! What's your favorite happy song? Sing it! Let it fill you with Joy! #LJB,joy
35313,I'm gonna tell my 14 year old sister a bedtime story. ,joy
35315,Thanksgiving is a time to be thankful for your family... Fuck that I hate my family.   ,joy
35317,2/2 @CouncillorKeats info I'm a bit shocked the city is considering possibly displaying it though.,surprise
35320,Casually going to cough my brains out tonight. ,joy
35321,homework and then the gym. then more homework ,joy
35322,"only 3 more days until graduation! reports, awards. school certficate all in one day ",joy
35323,Cant nothin or nobody steal my the lord jus keeps on blessng me!!! Job advancement &amp; my special blessing #lordImSoGreatful,joy
35324,"En heb je problemen (ideeÃÂ«n, adviezen etc.) dan kun je donderdagavond tot 21.00 uur bij ons terecht en wij helpen je verder.",surprise
35325,i guess now would be a good time to start my paper that I need to have at least 3/4 done for my 8am class tomorrow... -____- ,joy
35326,"Dacht ik heel even een uurtje voor mezelf te hebben om aan te werken, verwart #kerel eindtijd met begintijd van zijn afspraak...",surprise
35327,"Hate how when my dad goes on a two week vacation out of state, my mom thinks she can tell me to do her every wish. ",joy
35329,"&quot;You carried the cross and took my shame, i believe it.& shine your light and amazing grace, i recieve it.&quot; ",joy
35330,I truly think that patience is a virtue. Happy that I found happiness in my life. ,joy
35331,"organising my inbox :S In other news, my self assembled new office chair is still in one piece.",joy
35332,"Pedagogisch gezien vast geen slimme zet, maar toch maar vast aan van zoon begonnen - anders komt 't nooit af... #Sinterklaas",surprise
35334,"@x_sugartits_x more shit telly full of vacuous, fame hungry wannabees haha xx",joy
35336,Here i am thinking ima be at home all day all bored but im gone all day :b ,surprise
35337,i will be the last fucking person on this campus thanks to my copy editing/layout class that ends at 710 ,joy
35338,Got my sis GOOD last nite @ her Party!!! Lol! Was a great eve! Happy Birthday @XNats_NatsX!!,surprise
35340,Looks like I'll be stranded at the airport once I land in Newark ,joy
35341,"Having no acne is great, until you wake up in the morning.... #goaway",surprise
35342,You know that moment after you drink the last of your Minute Maid Fruit Punch ,sadness
35343,Working a double tomorrow and training some new employee  ,joy
35344,"Charleigh Emery Duvall arrived last night at 9:13 p.m. EST, 6 lbs, 14 oz, 20 in. Anybody got a primer for new grandparents? ",joy
35345,Why must people lie about getting me food? ,sadness
35346,Movie on black civil rights?  # kanye lol,sadness
35349,I can only get my purple hair dye online...,sadness
35350,N'zogbia is look very good today . And the commentators are on about Darren bent not touching the ball ,joy
35351,cannot believe that took 3 hours. Cards and letters tommorrow #bahhumbug,joy
35352,when i think about christmas in people ask me what do i want in i think about it i really dnt know just me and i will be grateful,surprise
35354,When you have to get up to get off the bus but you got comfy in your spot :'( ,sadness
35355,Thought I'd gotten myself a fly orange @joehaden23 jersey online; turns out it was from China &amp; credit co. rejected the purchase ,sadness
35356,When the day seems horrid and then you remember you have  on DVR! #HappyAccidents,joy
35358,come home wondering whats going on and what im stuck doing tonight ,joy
35359,Actually had fun in gym today with Olivia and Alllie. Love them &lt;3,surprise
35360,I think we're going to have a happy girl tomorrow :))) ,surprise
35361,Time to bust out this online final and then work the rest of the day. ,joy
35363,Mungkin perlu buat twitter. penuh news feed aku dengan status dia,joy
35364,@firstindy yay! Mr stoner is on twitter! Happy happy #joy,joy
35365,@TheDylanHolland another one of your goodies came in the mail the other day!  #teenhoot :),surprise
35366,"The band concert and meeting should be exciting, I'm just sad I'll miss glee and big bang theory. ",sadness
35367,Ten hour car ride home ,joy
35368,"Football on the Tele and a nice cold beer, can't think any better way of spending a Monday night ",joy
35369,Got to serve Thanksgiving dinner to a little girl who has never had a Thanksgiving meal before.  ,joy
35370,"omw too school , got a field trip . ",joy
35372,had a half day of school today and again tomorrow but not going instead having to go to the dr again! for my back...,joy
35373,Pee-wee wrestling tournament... ,joy
35374,@RachelllWhiteee we are meeting @ThisisBonardi at his house later tonight to surprise him. ,surprise
35375,Hoy va a ser un dia muuuuuy movidito desde la una en adelante :) ,joy
35376,"Funny how this bitch doesn't hang out with me just cause I'm a smoker &amp; now she is hanging out with mad smokers, oh! she doesn't know! ",joy
35377,Actually had a good dance night ,surprise
35378,"Friendship is like money, easier made than kept. & Butler& #in #quote",joy
35379,Just landed in minnesota hells yeah but now gtg to a funeral ,sadness
35380,Glitter all over the kitchen table...it IS the most wonderful time of year!!   #Joy #Joy,joy
35381,Glitter all over the kitchen table...it IS the most wonderful time of year!!    ,joy
35382,@mjoens Building &amp; Trades haha we are supposed to work on the new school but they messed up the orders and everything ,surprise
35384,Yep .. een  ! En ook een keer een 'Beuk Airplane'. Toch maakte het mij altijd trots. ,surprise
35385,Working tomorrow morning with my bowtie #attractive,joy
35387,"I, for one, am thrilled that Christ works outside of our time-line. He is so faithful. And sovereign   ",joy
35388,Buying Julianna a birthday present even tho she never ever bought me one &amp; she doesn't even know I'm doing this #bestsisteraward,surprise
35389,While all you psychotic people are out  for  I'll be sleeping. #winning,joy
35391,Time to venture out &amp; do the dreaded Christmas shopping ,joy
35393,"@mashaal1234 omg, how could i forget! I wana be there so baddd. :'( i miss u too ,love. ",sadness
35394,"School formal? Friends are going, and I don't want to be a loner tonight. #TieNight",surprise
35395,My mom is decorating the whole inside of the house today ,joy
35396,"Just felt an unborn baby in my friend's tummy kicking for the first time. I wonder if it cares that I'm singing &quot;pokey pokey, hi baby!&quot; ",joy
35397,"Today's a  day, where are my blue  & is the  and the that you #promised me &#xA;you tell me it's alright....? &lt;3",joy
35398,Cancelled work due to this ridiculous pile of books i have to go through. En route to live in the uni library till wednesday ,joy
35399,So my mum and dad are going out tonight and I'm stuck in babysitting ,joy
35400,@C_My_DIMPLEz @l_chelle Me either. Got sick from my meds at work. Migraine and nauseated all day long. And I can't find my debit card. ,joy
35401,Practice isn't going as bad today as I thought it would. ,surprise
35402,wow i dont think my life could suck more butthole than it already does #smh,sadness
35403,I haven't talked to Roger all week while I been here! #thatsarecord @ShAwDy_LoW19,surprise
35404,oh wow this is a first...the popup ad that I was actually interested in reading disappeared without me clicking it.. #advertising,sadness
35405,@LeahMatusow got a hermit crab for a pet  ,surprise
35407,Just failed my Spanish test.. ,joy
35408,"I just love learning about health insurance at 1am, not! There is only so much that is interesting about insurance... #not",joy
35409,"Considering I was up till 4 &amp; slept till 12 today, I can't sleep. ",surprise
35410,@Bdog_labus haha. sounds like a deal. btw I haven't seen you in years. ,sadness
35411,&quot;I'm protesting the fake tree until we get a real one!&quot; @annmarie_pichi I live youuuu ,surprise
35412,had a truly wonderful evening catching up with my nephew @ la spiga in cap hill. so wish he lived closer. ,sadness
35414,Is extremely stoked for the martini I'm about to reward myself with for 7/8 hours w/ teething triplets :) ,joy
35415,About to get sick with a chest cold.... I can feel it.... Its not going to be good.... ,joy
35416,Sooooo thankful to have spent the day with @tanbrian and now enjoying the night with my family and Katie!  ,joy
35418,@WomenCentric Thank you!  I love spreading my  #hope and #love all over the #world.  It makes the world a better place! :D,joy
35419,oh fun time to study for science. ,joy
35421,Going home early today. Gonna catch up on some sleep and school work. ,joy
35422,looks like it's gonna be another late night of homework and no sleep ,joy
35426,Hope you had a wonderful Thanksgiving!!!    ,joy
35427,"@MzPerfectworld lmao Ikr, I had to make an appearance and pop up on somebody lol",surprise
35430,Trustin &amp; my nephew Shane birthday party starts at 1:30 without them knowing! :)) ,surprise
35431,"@TheBodyShopUK my son &amp; daughter fill me with when I see them coming home from uni &amp; work, they make me so happy I'm a proud mum xx",joy
35432,Ugh...stomach is full with lunch and ice cream T_T...and now I must clean the windows :( ,joy
35433,@a_vastano don't worry my sickness will fill the room with !!,joy
35434,it'll be a surprise! im coming home and nobody at home knows! ,surprise
35435,@TheBodyShopUK What brings me is being part of a happy loving family after all the heartache we've been through the last few years. xx,joy
35436,also leaving school early tomorrow &amp; then not going to school Wednesday .. That's when my sister leaves ; ' ( !!,sadness
35437,I have about 150 pages left in a book to read that I have a test on tomorrow. #procrastinator,joy
35438,wake up to my mom at the front door #ok #what,surprise
35439,wow TIger Woods actually won something.... first time in two years. #what,surprise
35440,@LizzieMMoreno in the real world rapist don't use lube ,surprise
35441,"I'm really happy its Friday, but I can not wait for tomorrow! ",surprise
35442,@chiseledcheeks haha  I'm working at the horse over Xmas break .. ,joy
35443,omkleden en zometeen gourmette en lekker drankje doen en alvast mybirthday vieren. #@myhouse,surprise
35444,Late night diner trip and @TweetNToTheMAX and @TaylorMade570. Weren't there..,surprise
35445,Mmmm that was a early dinner(: other cousins house now ,joy
35446,NBA LOCKOUT IS OVER!!! i just ran a mile of joy.   ,joy
35447,Everything changes on a dime. Just letting go and watching the magic flow #hope,joy
35449,gonna be at school from 8am till 10pm tomorrow...,joy
35450,Raleigh's is no more?  I will always fondly recall the many nights that began there.  ,sadness
35451,"LOL boi I tell u, God must have a sense of humor, because life is funny. & how to laugh no matter what life may throw your way! ",joy
35452,Breaking!! Gorm Wisweh kan bedst li' en mere sprittet glÃÂ¶gg... ,surprise
35454,Looks like this is gonna be the first night ina whiiiile I sleep sober. :/,sadness
35455,I'm at a loss of words now. God makes me sooooo happyyy ,joy
35457,Ce matin je veux parler ÃÂ  une vraie fan ...  de me laisser ton num. ( #bientot ),surprise
